id,position,stateID,stateClientUUID,stateUnifiedBillID,lobbyistRepName,clientName,lobbyistFirmName,positionNumeric,year,startDate,endDate,recordType,committee,title,description,legiscanBill,ncslTopicsParsed,ncslMetatopicsParsed,sessionTitle,nameCanonical,
9465540,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-28T00:00:00.000Z,2019-05-28T00:00:00.000Z,testimony,H Executive,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9465544,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-27T00:00:00.000Z,2019-05-27T00:00:00.000Z,testimony,H Executive,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9465553,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,testimony,S Telecommunications & InfoTechnology,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9466938,OPP,IL,IL_22975,IL_HB_0000002785_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-07T00:00:00.000Z,2019-03-07T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", ""private entity"", and ""user"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a user's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act.",HB2785,null,null,2019-2020 Regular Session,Internet Association,
9510692,OPP,IL,IL_22975,IL_HB_0000003358_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-07T00:00:00.000Z,2019-05-07T00:00:00.000Z,testimony,S Judiciary,BUSINESS-TECH,"Creates a Data Transparency and Privacy Act different than that contained in House Amendment No. 2. Finds that individuals have a right to privacy and a personal property interest in information pertaining to the individual. Provides that an entity that collects through the Internet personal information about individual consumers must make disclosures to the individual regarding the collection of the information. Exempts from the protections information collected while a natural person is acting in an employment context. Establishes that a consumer has a right to opt out of the sale of the consumer's information. Creates exemptions for certain retail transactions, credit arrangements, and government program utilization. Provides for enforcement by the Attorney General. Provides that there is no private right of action to enforce the Act. Effective April 1, 2020.",HB3358,null,null,2019-2020 Regular Session,Internet Association,
9532555,OPP,IL,IL_22975,IL_SB_0000002089_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,testimony,S Telecommunications & InfoTechnology,STUDENT ONLINE PROTECTION,"Creates the Student Online Personal Protection Act of 2019. Provides for legislative intent and definitions. Provides for operator prohibitions, operator duties, school authority prohibitions, school authority duties, State Board of Education duties, and parent rights. Creates the Student Data Protection Oversight Committee and provides for the Committee's membership and support. Requires the Committee to submit an annual report to the General Assembly and the State Board of Education with recommendations, if any, for policy revisions and legislative amendments that would carry out the intent of the Act. Amends the Illinois School Student Records Act. Adds a definition of record. Requires written consent of a student's parent to publish student directories that list student names, addresses, and other identifying information and similar publications. Amends the Consumer Fraud and Deceptive Business Practices Act to make a conforming change. Repeals the Student Online Personal Protection Act. Effective immediately.",SB2089,null,null,2019-2020 Regular Session,Internet Association,
9542908,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-14T00:00:00.000Z,2019-05-14T00:00:00.000Z,testimony,S Judiciary,STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9542968,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9560445,OPP,IL,IL_22975,IL_HB_0000003357_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-28T00:00:00.000Z,2019-03-28T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",DATA PRIVACY ACT,Creates the Data Privacy Act. Provides only a short title.,HB3357,null,null,2019-2020 Regular Session,Internet Association,
9560997,OPP,IL,IL_22975,IL_HB_0000002785_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-28T00:00:00.000Z,2019-03-28T00:00:00.000Z,testimony,H Executive,GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", ""private entity"", and ""user"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a user's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act.",HB2785,null,null,2019-2020 Regular Session,Internet Association,
9561423,OPP,IL,IL_22975,IL_HB_0000003358_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-28T00:00:00.000Z,2019-03-28T00:00:00.000Z,testimony,H Executive,BUSINESS-TECH,"Creates a Data Transparency and Privacy Act different than that contained in House Amendment No. 2. Finds that individuals have a right to privacy and a personal property interest in information pertaining to the individual. Provides that an entity that collects through the Internet personal information about individual consumers must make disclosures to the individual regarding the collection of the information. Exempts from the protections information collected while a natural person is acting in an employment context. Establishes that a consumer has a right to opt out of the sale of the consumer's information. Creates exemptions for certain retail transactions, credit arrangements, and government program utilization. Provides for enforcement by the Attorney General. Provides that there is no private right of action to enforce the Act. Effective April 1, 2020.",HB3358,null,null,2019-2020 Regular Session,Internet Association,
9562449,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-04-03T00:00:00.000Z,2019-04-03T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9565397,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-04-09T00:00:00.000Z,2019-04-09T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9565674,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-04-10T00:00:00.000Z,2019-04-10T00:00:00.000Z,testimony,S Telecommunications & InfoTechnology,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9565909,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-04-11T00:00:00.000Z,2019-04-11T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9567255,OPP,IL,IL_22975,IL_HB_0000003358_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-04-11T00:00:00.000Z,2019-04-11T00:00:00.000Z,testimony,H Executive,BUSINESS-TECH,"Creates a Data Transparency and Privacy Act different than that contained in House Amendment No. 2. Finds that individuals have a right to privacy and a personal property interest in information pertaining to the individual. Provides that an entity that collects through the Internet personal information about individual consumers must make disclosures to the individual regarding the collection of the information. Exempts from the protections information collected while a natural person is acting in an employment context. Establishes that a consumer has a right to opt out of the sale of the consumer's information. Creates exemptions for certain retail transactions, credit arrangements, and government program utilization. Provides for enforcement by the Attorney General. Provides that there is no private right of action to enforce the Act. Effective April 1, 2020.",HB3358,null,null,2019-2020 Regular Session,Internet Association,
9569759,OPP,IL,IL_22975,IL_HB_0000003222_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-14T00:00:00.000Z,2019-05-14T00:00:00.000Z,testimony,S Judiciary,DHS LAND TRANSFER,"Authorizes the Department of Human Services to grant and convey a permanent conservation easement to the Chicago Park District. Repeals a provision in Public Act 94-653 regarding the legal description of the land. Authorizes the Director of the Department of Natural Resources to terminate all contractual interests of the State of Illinois provided in the agreement between the State and the City of Pana, made on June 28, 1949, for the purpose of funding the construction of a dam and water reservoir to create the Pana Lake Project. Provides that the State of Illinois shall not receive compensation for the termination of its contractual rights. Provides that the Director shall execute a mutual termination with the City of Pana terminating both parties' interests in the agreement. Authorizes the Director to execute and deliver a quitclaim deed concerning specified real property to the Forest Preserve District of Will County for $1. Authorizes and directs the Illinois Medical District Commission to execute and deliver a quitclaim deed for specified real property to the Julie and Michael Tracy Family Foundation. Effective immediately.",HB3222,"[""land""",land_conservation_easements],"[""environment_and_natural_resources""]",2019-2020 Regular Session,Internet Association
9570770,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-27T00:00:00.000Z,2019-05-27T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9586660,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-27T00:00:00.000Z,2019-05-27T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9586662,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-21T00:00:00.000Z,2019-05-21T00:00:00.000Z,testimony,S Judiciary,STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9631975,OPP,IL,IL_22975,IL_HB_0000003358_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-28T00:00:00.000Z,2019-05-28T00:00:00.000Z,testimony,S Judiciary,BUSINESS-TECH,"Creates a Data Transparency and Privacy Act different than that contained in House Amendment No. 2. Finds that individuals have a right to privacy and a personal property interest in information pertaining to the individual. Provides that an entity that collects through the Internet personal information about individual consumers must make disclosures to the individual regarding the collection of the information. Exempts from the protections information collected while a natural person is acting in an employment context. Establishes that a consumer has a right to opt out of the sale of the consumer's information. Creates exemptions for certain retail transactions, credit arrangements, and government program utilization. Provides for enforcement by the Attorney General. Provides that there is no private right of action to enforce the Act. Effective April 1, 2020.",HB3358,null,null,2019-2020 Regular Session,Internet Association,
